0.00;314.48
0.00;296.34
0.00;283.72
0.00;271.10
0.00;258.47
0.00;245.85
0.00;233.23
-0.00;221.32
0.01;347.51
0.01;331.30
0.02;368.82
0.02;385.37
0.04;400.31
0.06;416.43
0.08;430.78
0.10;444.13
0.14;457.60
0.17;470.59
0.22;482.41
0.28;496.66
0.33;506.93
0.39;515.54
0.45;522.79
0.51;529.00
0.57;534.37
0.63;538.91
0.69;542.87
0.75;546.16
0.80;549.45
0.86;551.90
0.92;554.40
0.98;556.59
1.04;558.42
1.10;559.93
1.16;561.34
1.22;562.54
1.28;563.74
1.33;564.68
1.39;565.41
1.45;566.45
1.51;566.97
1.57;567.60
1.63;567.60
1.69;568.38
1.74;568.69
